strategy,token,timeframe,sl_mult,tp_mult,pf,win_rate,trades,max_dd,net_profit,sharpe,avg_rr,score,passed,reject_reason
RSI Div,FARTCOIN,1H,1.25,3.0,99.0,100.0,5,0.0,19.7,0.63,1.84,16.5,True,
RSI Div,FARTCOIN,1H,1.25,4.0,99.0,100.0,5,0.0,25.3,0.61,2.32,16.5,True,
RSI Div,FARTCOIN,1H,1.25,5.0,99.0,100.0,5,0.0,31.1,0.59,2.8,16.5,True,
RSI Div,FARTCOIN,1H,1.5,2.0,99.0,100.0,5,0.0,12.5,0.65,1.2,16.5,True,
RSI Div,FARTCOIN,1H,1.5,2.5,99.0,100.0,5,0.0,14.7,0.64,1.4,16.5,True,
RSI Div,FARTCOIN,1H,1.5,3.0,99.0,100.0,5,0.0,17.0,0.63,1.6,16.5,True,
RSI Div,FARTCOIN,1H,1.5,4.0,99.0,100.0,5,0.0,21.6,0.62,2.0,16.5,True,
RSI Div,FARTCOIN,1H,1.5,5.0,99.0,100.0,5,0.0,26.3,0.6,2.4,16.5,True,
RSI Div,FARTCOIN,1H,2.0,2.5,99.0,100.0,5,0.0,12.0,0.65,1.15,16.5,True,
RSI Div,FARTCOIN,1H,2.0,3.0,99.0,100.0,5,0.0,13.7,0.65,1.3,16.5,True,
RSI Div,FARTCOIN,1H,2.0,4.0,99.0,100.0,5,0.0,17.0,0.63,1.6,16.5,True,
RSI Div,FARTCOIN,1H,2.0,5.0,99.0,100.0,5,0.0,20.5,0.62,1.9,16.5,True,
RSI Div,FARTCOIN,1H,2.5,3.0,99.0,100.0,5,0.0,11.6,0.65,1.16,16.5,True,
RSI Div,FARTCOIN,1H,2.5,4.0,99.0,100.0,5,0.0,15.1,0.64,1.48,16.5,True,
RSI Div,FARTCOIN,1H,2.5,5.0,99.0,100.0,5,0.0,18.7,0.64,1.8,16.5,True,
RSI Div,POPCAT,1H,1.0,1.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,POPCAT,1H,1.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,POPCAT,1H,1.0,2.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,POPCAT,1H,1.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,POPCAT,1H,1.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,POPCAT,1H,1.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,POPCAT,1H,1.25,1.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,POPCAT,1H,1.25,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,POPCAT,1H,1.25,2.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,POPCAT,1H,1.25,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,POPCAT,1H,1.25,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,POPCAT,1H,1.25,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,POPCAT,1H,1.5,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,POPCAT,1H,1.5,2.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,POPCAT,1H,1.5,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,POPCAT,1H,1.5,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,POPCAT,1H,1.5,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,POPCAT,1H,2.0,2.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,POPCAT,1H,2.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,POPCAT,1H,2.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,POPCAT,1H,2.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,POPCAT,1H,2.5,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,POPCAT,1H,2.5,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,POPCAT,1H,2.5,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,MEW,1H,1.0,1.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,MEW,1H,1.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,MEW,1H,1.0,2.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,MEW,1H,1.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,MEW,1H,1.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,MEW,1H,1.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,MEW,1H,1.25,1.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,MEW,1H,1.25,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,MEW,1H,1.25,2.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,MEW,1H,1.25,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,MEW,1H,1.25,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,MEW,1H,1.25,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,MEW,1H,1.5,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,MEW,1H,1.5,2.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,MEW,1H,1.5,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,MEW,1H,1.5,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,MEW,1H,1.5,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,MEW,1H,2.0,2.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,MEW,1H,2.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,MEW,1H,2.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,MEW,1H,2.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,MEW,1H,2.5,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,MEW,1H,2.5,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,MEW,1H,2.5,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,PNUT,1H,1.0,1.5,0.99,66.7,3,3.2,-0.0,0.0,1.33,0.0,False,unprofitable
RSI Div,PNUT,1H,1.0,2.0,1.63,66.7,3,3.2,2.0,0.12,1.67,0.163,True,
RSI Div,PNUT,1H,1.0,2.5,2.29,66.7,3,3.2,4.1,0.2,2.0,0.229,True,
RSI Div,PNUT,1H,1.0,3.0,2.96,66.7,3,3.2,6.2,0.24,2.33,0.296,True,
RSI Div,PNUT,1H,1.0,4.0,3.69,66.7,3,3.2,8.6,0.27,2.68,0.369,True,
RSI Div,PNUT,1H,1.0,5.0,4.42,66.7,3,3.2,10.9,0.28,3.01,0.442,True,
RSI Div,PNUT,1H,1.25,1.5,0.86,66.7,3,2.9,-0.4,-0.03,1.13,0.0,False,unprofitable
RSI Div,PNUT,1H,1.25,2.0,1.42,66.7,3,2.9,1.2,0.09,1.4,0.142,True,
RSI Div,PNUT,1H,1.25,2.5,1.99,66.7,3,2.9,2.9,0.17,1.67,0.199,True,
RSI Div,PNUT,1H,1.25,3.0,2.56,66.7,3,2.9,4.6,0.22,1.93,0.256,True,
RSI Div,PNUT,1H,1.25,4.0,3.2,66.7,3,2.9,6.4,0.25,2.21,0.32,True,
RSI Div,PNUT,1H,1.25,5.0,3.83,66.7,3,2.9,8.3,0.26,2.48,0.383,True,
RSI Div,PNUT,1H,1.5,2.0,1.25,66.7,3,2.8,0.7,0.06,1.22,0.125,True,
RSI Div,PNUT,1H,1.5,2.5,1.75,66.7,3,2.8,2.1,0.14,1.44,0.175,True,
RSI Div,PNUT,1H,1.5,3.0,2.26,66.7,3,2.8,3.5,0.19,1.67,0.226,True,
RSI Div,PNUT,1H,1.5,4.0,2.82,66.7,3,2.8,5.0,0.23,1.9,0.282,True,
RSI Div,PNUT,1H,1.5,5.0,3.37,66.7,3,2.8,6.6,0.25,2.12,0.337,True,
RSI Div,PNUT,1H,2.0,2.5,1.42,66.7,3,2.6,1.1,0.09,1.17,0.142,True,
RSI Div,PNUT,1H,2.0,3.0,1.83,66.7,3,2.6,2.1,0.15,1.33,0.183,True,
RSI Div,PNUT,1H,2.0,4.0,2.28,66.7,3,2.6,3.3,0.19,1.51,0.228,True,
RSI Div,PNUT,1H,2.0,5.0,2.73,66.7,3,2.6,4.4,0.22,1.67,0.273,True,
RSI Div,PNUT,1H,2.5,3.0,1.55,66.7,3,2.4,1.3,0.11,1.13,0.155,True,
RSI Div,PNUT,1H,2.5,4.0,1.92,66.7,3,2.4,2.2,0.16,1.27,0.192,True,
RSI Div,PNUT,1H,2.5,5.0,2.3,66.7,3,2.4,3.1,0.19,1.4,0.23,True,
RSI Div,MOODENG,1H,1.0,1.5,0.0,0.0,1,2.9,-2.9,-0.29,1.0,0.0,False,pf_invalid
RSI Div,MOODENG,1H,1.0,2.0,0.0,0.0,1,2.9,-2.9,-0.29,1.0,0.0,False,pf_invalid
RSI Div,MOODENG,1H,1.0,2.5,0.0,0.0,1,2.9,-2.9,-0.29,1.0,0.0,False,pf_invalid
RSI Div,MOODENG,1H,1.0,3.0,0.0,0.0,1,2.9,-2.9,-0.29,1.0,0.0,False,pf_invalid
RSI Div,MOODENG,1H,1.0,4.0,0.0,0.0,1,2.9,-2.9,-0.29,1.0,0.0,False,pf_invalid
RSI Div,MOODENG,1H,1.0,5.0,0.0,0.0,1,2.9,-2.9,-0.29,1.0,0.0,False,pf_invalid
RSI Div,MOODENG,1H,1.25,1.5,0.0,0.0,1,2.7,-2.7,-0.29,1.0,0.0,False,pf_invalid
RSI Div,MOODENG,1H,1.25,2.0,0.0,0.0,1,2.7,-2.7,-0.29,1.0,0.0,False,pf_invalid
RSI Div,MOODENG,1H,1.25,2.5,0.0,0.0,1,2.7,-2.7,-0.29,1.0,0.0,False,pf_invalid
RSI Div,MOODENG,1H,1.25,3.0,0.0,0.0,1,2.7,-2.7,-0.29,1.0,0.0,False,pf_invalid
RSI Div,MOODENG,1H,1.25,4.0,0.0,0.0,1,2.7,-2.7,-0.29,1.0,0.0,False,pf_invalid
RSI Div,MOODENG,1H,1.25,5.0,0.0,0.0,1,2.7,-2.7,-0.29,1.0,0.0,False,pf_invalid
RSI Div,MOODENG,1H,1.5,2.0,0.0,0.0,1,2.6,-2.6,-0.29,1.0,0.0,False,pf_invalid
RSI Div,MOODENG,1H,1.5,2.5,0.0,0.0,1,2.6,-2.6,-0.29,1.0,0.0,False,pf_invalid
RSI Div,MOODENG,1H,1.5,3.0,0.0,0.0,1,2.6,-2.6,-0.29,1.0,0.0,False,pf_invalid
RSI Div,MOODENG,1H,1.5,4.0,0.0,0.0,1,2.6,-2.6,-0.29,1.0,0.0,False,pf_invalid
RSI Div,MOODENG,1H,1.5,5.0,0.0,0.0,1,2.6,-2.6,-0.29,1.0,0.0,False,pf_invalid
RSI Div,MOODENG,1H,2.0,2.5,0.0,0.0,1,2.4,-2.4,-0.29,1.0,0.0,False,pf_invalid
RSI Div,MOODENG,1H,2.0,3.0,0.0,0.0,1,2.4,-2.4,-0.29,1.0,0.0,False,pf_invalid
RSI Div,MOODENG,1H,2.0,4.0,0.0,0.0,1,2.4,-2.4,-0.29,1.0,0.0,False,pf_invalid
RSI Div,MOODENG,1H,2.0,5.0,0.0,0.0,1,2.4,-2.4,-0.29,1.0,0.0,False,pf_invalid
RSI Div,MOODENG,1H,2.5,3.0,0.0,0.0,1,2.3,-2.3,-0.29,1.0,0.0,False,pf_invalid
RSI Div,MOODENG,1H,2.5,4.0,0.0,0.0,1,2.3,-2.3,-0.29,1.0,0.0,False,pf_invalid
RSI Div,MOODENG,1H,2.5,5.0,0.0,0.0,1,2.3,-2.3,-0.29,1.0,0.0,False,pf_invalid
RSI Div,PYTH,1H,1.0,1.5,0.73,48.1,27,17.0,-10.2,-0.23,1.13,0.0,False,unprofitable
RSI Div,PYTH,1H,1.0,2.0,0.8,48.1,27,15.6,-7.8,-0.16,1.17,0.0,False,unprofitable
RSI Div,PYTH,1H,1.0,2.5,0.79,48.1,27,13.8,-8.3,-0.17,1.16,0.0,False,unprofitable
RSI Div,PYTH,1H,1.0,3.0,0.75,48.1,27,15.0,-9.6,-0.2,1.13,0.0,False,unprofitable
RSI Div,PYTH,1H,1.0,4.0,0.72,48.1,27,16.1,-10.8,-0.24,1.11,0.0,False,unprofitable
RSI Div,PYTH,1H,1.0,5.0,0.72,48.1,27,16.1,-10.8,-0.24,1.11,0.0,False,unprofitable
RSI Div,PYTH,1H,1.25,1.5,0.73,50.0,24,12.3,-8.4,-0.23,1.06,0.0,False,unprofitable
RSI Div,PYTH,1H,1.25,2.0,0.79,50.0,24,11.1,-6.4,-0.16,1.1,0.0,False,unprofitable
RSI Div,PYTH,1H,1.25,2.5,0.78,50.0,24,10.3,-6.8,-0.17,1.09,0.0,False,unprofitable
RSI Div,PYTH,1H,1.25,3.0,0.75,50.0,24,10.6,-7.9,-0.2,1.06,0.0,False,unprofitable
RSI Div,PYTH,1H,1.25,4.0,0.72,50.0,24,11.5,-8.8,-0.23,1.04,0.0,False,unprofitable
RSI Div,PYTH,1H,1.25,5.0,0.72,50.0,24,11.5,-8.8,-0.23,1.04,0.0,False,unprofitable
RSI Div,PYTH,1H,1.5,2.0,0.82,52.2,23,9.2,-4.9,-0.13,1.03,0.0,False,unprofitable
RSI Div,PYTH,1H,1.5,2.5,0.81,52.2,23,7.9,-5.3,-0.14,1.02,0.0,False,unprofitable
RSI Div,PYTH,1H,1.5,3.0,0.78,52.2,23,8.8,-6.2,-0.17,1.0,0.0,False,unprofitable
RSI Div,PYTH,1H,1.5,4.0,0.75,52.2,23,9.6,-7.0,-0.2,0.99,0.0,False,unprofitable
RSI Div,PYTH,1H,1.5,5.0,0.75,52.2,23,9.6,-7.0,-0.2,0.99,0.0,False,unprofitable
RSI Div,PYTH,1H,2.0,2.5,0.89,59.1,22,6.6,-2.3,-0.06,0.9,0.0,False,unprofitable
RSI Div,PYTH,1H,2.0,3.0,0.84,59.1,22,6.6,-3.5,-0.11,0.87,0.0,False,unprofitable
RSI Div,PYTH,1H,2.0,4.0,0.84,59.1,22,6.6,-3.5,-0.11,0.87,0.0,False,unprofitable
RSI Div,PYTH,1H,2.0,5.0,0.84,59.1,22,6.6,-3.5,-0.11,0.87,0.0,False,unprofitable
RSI Div,PYTH,1H,2.5,3.0,1.06,63.6,22,4.8,1.2,0.06,0.85,0.7773,True,
RSI Div,PYTH,1H,2.5,4.0,1.01,63.6,22,4.8,0.2,0.02,0.83,0.7407,True,
RSI Div,PYTH,1H,2.5,5.0,1.01,63.6,22,4.8,0.2,0.02,0.83,0.7407,True,
RSI Div,RAY,1H,1.0,1.5,0.73,48.4,31,18.9,-11.3,-0.25,1.16,0.0,False,unprofitable
RSI Div,RAY,1H,1.0,2.0,0.81,48.4,31,15.6,-8.2,-0.16,1.22,0.0,False,unprofitable
RSI Div,RAY,1H,1.0,2.5,0.9,48.4,31,11.3,-4.3,-0.06,1.29,0.0,False,unprofitable
RSI Div,RAY,1H,1.0,3.0,0.99,48.4,31,10.4,-0.6,0.02,1.35,0.0,False,unprofitable
RSI Div,RAY,1H,1.0,4.0,1.04,48.4,31,11.9,1.8,0.06,1.39,1.04,True,
RSI Div,RAY,1H,1.0,5.0,1.03,48.4,31,11.9,1.5,0.06,1.38,1.03,True,
RSI Div,RAY,1H,1.25,1.5,0.66,48.1,27,16.7,-11.8,-0.32,1.07,0.0,False,unprofitable
RSI Div,RAY,1H,1.25,2.0,0.74,48.1,27,14.2,-9.1,-0.22,1.12,0.0,False,unprofitable
RSI Div,RAY,1H,1.25,2.5,0.84,48.1,27,11.8,-6.0,-0.13,1.19,0.0,False,unprofitable
RSI Div,RAY,1H,1.25,3.0,0.85,48.1,27,10.3,-5.4,-0.11,1.2,0.0,False,unprofitable
RSI Div,RAY,1H,1.25,4.0,0.95,48.1,27,10.3,-1.8,-0.01,1.27,0.0,False,unprofitable
RSI Div,RAY,1H,1.25,5.0,0.94,48.1,27,10.3,-2.1,-0.02,1.26,0.0,False,unprofitable
RSI Div,RAY,1H,1.5,2.0,1.04,59.3,27,10.3,1.2,0.05,1.05,0.936,True,
RSI Div,RAY,1H,1.5,2.5,1.2,59.3,27,9.3,5.5,0.17,1.13,1.08,True,
RSI Div,RAY,1H,1.5,3.0,1.22,59.3,27,9.3,6.0,0.18,1.14,1.098,True,
RSI Div,RAY,1H,1.5,4.0,1.28,59.3,27,9.8,7.7,0.21,1.17,1.152,True,
RSI Div,RAY,1H,1.5,5.0,1.27,59.3,27,9.8,7.5,0.21,1.16,1.143,True,
RSI Div,RAY,1H,2.0,2.5,1.35,66.7,24,6.8,6.5,0.23,0.95,1.08,True,
RSI Div,RAY,1H,2.0,3.0,1.33,66.7,24,6.8,6.3,0.22,0.94,1.064,True,
RSI Div,RAY,1H,2.0,4.0,1.46,66.7,24,6.8,8.8,0.29,0.99,1.168,True,
RSI Div,RAY,1H,2.0,5.0,1.45,66.7,24,6.8,8.6,0.28,0.99,1.16,True,
RSI Div,RAY,1H,2.5,3.0,1.28,70.8,24,6.7,4.4,0.19,0.81,1.024,True,
RSI Div,RAY,1H,2.5,4.0,1.4,70.8,24,6.7,6.4,0.25,0.85,1.12,True,
RSI Div,RAY,1H,2.5,5.0,1.39,70.8,24,6.7,6.3,0.24,0.84,1.112,True,
RSI Div,W,1H,1.0,1.5,0.32,30.4,23,30.0,-26.4,-0.76,1.09,0.0,False,max_dd>=25.0
RSI Div,W,1H,1.0,2.0,0.4,30.4,23,27.8,-23.4,-0.62,1.17,0.0,False,max_dd>=25.0
RSI Div,W,1H,1.0,2.5,0.43,30.4,23,27.6,-22.5,-0.57,1.2,0.0,False,max_dd>=25.0
RSI Div,W,1H,1.0,3.0,0.39,30.4,23,27.6,-24.1,-0.64,1.15,0.0,False,max_dd>=25.0
RSI Div,W,1H,1.0,4.0,0.39,30.4,23,27.6,-24.1,-0.64,1.15,0.0,False,max_dd>=25.0
RSI Div,W,1H,1.0,5.0,0.39,30.4,23,27.6,-24.1,-0.64,1.15,0.0,False,max_dd>=25.0
RSI Div,W,1H,1.25,1.5,0.44,38.1,21,21.4,-17.9,-0.56,1.05,0.0,False,unprofitable
RSI Div,W,1H,1.25,2.0,0.55,38.1,21,18.8,-14.5,-0.41,1.14,0.0,False,unprofitable
RSI Div,W,1H,1.25,2.5,0.52,38.1,21,20.2,-15.3,-0.44,1.12,0.0,False,unprofitable
RSI Div,W,1H,1.25,3.0,0.47,38.1,21,20.1,-16.7,-0.5,1.08,0.0,False,unprofitable
RSI Div,W,1H,1.25,4.0,0.47,38.1,21,20.1,-16.7,-0.5,1.08,0.0,False,unprofitable
RSI Div,W,1H,1.25,5.0,0.47,38.1,21,20.1,-16.7,-0.5,1.08,0.0,False,unprofitable
RSI Div,W,1H,1.5,2.0,0.46,35.0,20,18.8,-16.7,-0.54,1.07,0.0,False,unprofitable
RSI Div,W,1H,1.5,2.5,0.41,35.0,20,20.0,-17.9,-0.59,1.03,0.0,False,unprofitable
RSI Div,W,1H,1.5,3.0,0.41,35.0,20,20.0,-17.9,-0.59,1.03,0.0,False,unprofitable
RSI Div,W,1H,1.5,4.0,0.41,35.0,20,20.0,-17.9,-0.59,1.03,0.0,False,unprofitable
RSI Div,W,1H,1.5,5.0,0.41,35.0,20,20.0,-17.9,-0.59,1.03,0.0,False,unprofitable
RSI Div,W,1H,2.0,2.5,0.46,45.0,20,13.5,-13.5,-0.51,0.92,0.0,False,unprofitable
RSI Div,W,1H,2.0,3.0,0.41,45.0,20,14.6,-14.6,-0.56,0.89,0.0,False,unprofitable
RSI Div,W,1H,2.0,4.0,0.41,45.0,20,14.6,-14.6,-0.56,0.89,0.0,False,unprofitable
RSI Div,W,1H,2.0,5.0,0.41,45.0,20,14.6,-14.6,-0.56,0.89,0.0,False,unprofitable
RSI Div,W,1H,2.5,3.0,0.44,52.6,19,11.1,-11.1,-0.48,0.78,0.0,False,unprofitable
RSI Div,W,1H,2.5,4.0,0.44,52.6,19,11.1,-11.1,-0.48,0.78,0.0,False,unprofitable
RSI Div,W,1H,2.5,5.0,0.44,52.6,19,11.1,-11.1,-0.48,0.78,0.0,False,unprofitable
RSI Div,HNT,1H,1.0,1.5,1.54,66.7,15,6.0,8.6,0.29,1.17,0.77,True,
RSI Div,HNT,1H,1.0,2.0,1.76,66.7,15,6.0,12.2,0.37,1.28,0.88,True,
RSI Div,HNT,1H,1.0,2.5,1.69,66.7,15,6.0,11.0,0.33,1.24,0.845,True,
RSI Div,HNT,1H,1.0,3.0,1.47,66.7,15,6.0,7.4,0.25,1.13,0.735,True,
RSI Div,HNT,1H,1.0,4.0,1.47,66.7,15,6.0,7.4,0.25,1.13,0.735,True,
RSI Div,HNT,1H,1.0,5.0,1.47,66.7,15,6.0,7.4,0.25,1.13,0.735,True,
RSI Div,HNT,1H,1.25,1.5,1.75,71.4,14,5.4,8.7,0.34,1.03,0.8167,True,
RSI Div,HNT,1H,1.25,2.0,2.05,71.4,14,5.4,12.2,0.43,1.14,0.9567,True,
RSI Div,HNT,1H,1.25,2.5,1.97,71.4,14,5.4,11.3,0.39,1.11,0.9193,True,
RSI Div,HNT,1H,1.25,3.0,1.73,71.4,14,5.4,8.4,0.32,1.02,0.8073,True,
RSI Div,HNT,1H,1.25,4.0,1.73,71.4,14,5.4,8.4,0.32,1.02,0.8073,True,
RSI Div,HNT,1H,1.25,5.0,1.73,71.4,14,5.4,8.4,0.32,1.02,0.8073,True,
RSI Div,HNT,1H,1.5,2.0,1.96,71.4,14,5.1,10.5,0.41,1.06,0.9147,True,
RSI Div,HNT,1H,1.5,2.5,1.89,71.4,14,5.1,9.7,0.37,1.03,0.882,True,
RSI Div,HNT,1H,1.5,3.0,1.68,71.4,14,5.1,7.4,0.31,0.96,0.784,True,
RSI Div,HNT,1H,1.5,4.0,1.68,71.4,14,5.1,7.4,0.31,0.96,0.784,True,
RSI Div,HNT,1H,1.5,5.0,1.68,71.4,14,5.1,7.4,0.31,0.96,0.784,True,
RSI Div,HNT,1H,2.0,2.5,1.51,64.3,14,5.1,5.3,0.24,0.85,0.7047,True,
RSI Div,HNT,1H,2.0,3.0,1.47,64.3,14,5.1,4.8,0.23,0.84,0.686,True,
RSI Div,HNT,1H,2.0,4.0,1.47,64.3,14,5.1,4.8,0.23,0.84,0.686,True,
RSI Div,HNT,1H,2.0,5.0,1.47,64.3,14,5.1,4.8,0.23,0.84,0.686,True,
RSI Div,HNT,1H,2.5,3.0,1.94,69.2,13,2.5,7.1,0.36,0.8,0.8407,True,
RSI Div,HNT,1H,2.5,4.0,1.94,69.2,13,2.5,7.1,0.36,0.8,0.8407,True,
RSI Div,HNT,1H,2.5,5.0,1.94,69.2,13,2.5,7.1,0.36,0.8,0.8407,True,
RSI Div,SOL,4H,1.0,1.5,2.74,73.3,30,7.0,43.1,0.77,1.22,2.74,True,
RSI Div,SOL,4H,1.0,2.0,2.6,70.0,30,7.0,40.1,0.69,1.16,2.6,True,
RSI Div,SOL,4H,1.0,2.5,2.82,70.0,30,7.3,47.6,0.72,1.24,2.82,True,
RSI Div,SOL,4H,1.0,3.0,2.64,70.0,30,7.3,41.6,0.66,1.17,2.64,True,
RSI Div,SOL,4H,1.0,4.0,2.81,70.0,30,7.3,47.4,0.66,1.24,2.81,True,
RSI Div,SOL,4H,1.0,5.0,2.81,70.0,30,7.3,47.4,0.66,1.24,2.81,True,
RSI Div,SOL,4H,1.25,1.5,3.01,76.7,30,5.0,40.1,0.81,1.09,3.01,True,
RSI Div,SOL,4H,1.25,2.0,2.77,73.3,30,4.5,35.7,0.71,1.02,2.77,True,
RSI Div,SOL,4H,1.25,2.5,3.0,73.3,30,4.6,41.5,0.74,1.09,3.0,True,
RSI Div,SOL,4H,1.25,3.0,2.81,73.3,30,4.6,36.9,0.69,1.04,2.81,True,
RSI Div,SOL,4H,1.25,4.0,2.99,73.3,30,4.6,41.4,0.69,1.09,2.99,True,
RSI Div,SOL,4H,1.25,5.0,2.99,73.3,30,4.6,41.4,0.69,1.09,2.99,True,
RSI Div,SOL,4H,1.5,2.0,2.71,75.0,28,3.9,28.3,0.67,0.91,2.5293,True,
RSI Div,SOL,4H,1.5,2.5,2.89,75.0,28,4.7,32.0,0.7,0.96,2.6973,True,
RSI Div,SOL,4H,1.5,3.0,2.83,75.0,28,4.7,30.8,0.67,0.94,2.6413,True,
RSI Div,SOL,4H,1.5,4.0,3.0,75.0,28,4.7,34.4,0.68,0.99,2.8,True,
RSI Div,SOL,4H,1.5,5.0,3.0,75.0,28,4.7,34.4,0.68,0.99,2.8,True,
RSI Div,SOL,4H,2.0,2.5,2.34,75.0,28,4.9,20.3,0.56,0.8,2.184,True,
RSI Div,SOL,4H,2.0,3.0,2.29,75.0,28,4.9,19.5,0.54,0.79,2.1373,True,
RSI Div,SOL,4H,2.0,4.0,2.44,75.0,28,4.9,21.9,0.56,0.82,2.2773,True,
RSI Div,SOL,4H,2.0,5.0,2.44,75.0,28,4.9,21.9,0.56,0.82,2.2773,True,
RSI Div,SOL,4H,2.5,3.0,3.0,82.1,28,3.3,18.0,0.63,0.63,2.8,True,
RSI Div,SOL,4H,2.5,4.0,3.19,82.1,28,3.3,20.0,0.64,0.66,2.9773,True,
RSI Div,SOL,4H,2.5,5.0,3.19,82.1,28,3.3,20.0,0.64,0.66,2.9773,True,
RSI Div,ETH,4H,1.0,1.5,7.62,88.9,27,2.7,72.0,1.18,1.18,6.858,True,
RSI Div,ETH,4H,1.0,2.0,5.57,81.5,27,4.4,64.7,1.03,1.18,5.013,True,
RSI Div,ETH,4H,1.0,2.5,5.69,81.5,27,4.4,66.5,1.01,1.2,5.121,True,
RSI Div,ETH,4H,1.0,3.0,5.82,81.5,27,4.4,69.4,1.0,1.23,5.238,True,
RSI Div,ETH,4H,1.0,4.0,6.15,81.5,27,4.4,76.9,0.97,1.3,5.535,True,
RSI Div,ETH,4H,1.0,5.0,6.29,81.5,27,4.4,80.6,0.95,1.34,5.661,True,
RSI Div,ETH,4H,1.25,1.5,7.0,88.5,26,2.6,58.6,1.13,1.08,6.0667,True,
RSI Div,ETH,4H,1.25,2.0,5.13,80.8,26,3.9,50.3,0.97,1.04,4.446,True,
